h,error
1,0.0905513
0.5,0.00339346
0.25,0.000120973
0.125,6.09633e-06
0.0625,3.58385e-07
0.03125,2.20467e-08
0.015625,1.37242e-09
0.0078125,8.56903e-11
0.00390625,5.34928e-12
0.00195312,3.32873e-13
0.000976562,1.07414e-14
0.000488281,6.50591e-14
0.000244141,1.1241e-13
0.00012207,1.90736e-13
6.10352e-05,1.50324e-13
3.05176e-05,1.13562e-12
1.52588e-05,1.59289e-12
7.62939e-06,3.41185e-12
3.8147e-06,4.62455e-12
1.90735e-06,5.83719e-12
9.53674e-07,1.35654e-11
