h,error
1,0.151287
0.5,0.0858062
0.25,0.047804
0.125,0.025415
0.0625,0.0131209
0.03125,0.00666813
0.015625,0.00336152
0.0078125,0.00168769
0.00390625,0.000845586
0.00195312,0.000423229
0.000976562,0.000211724
0.000488281,0.000105889
0.000244141,5.29514e-05
0.00012207,2.64774e-05
6.10352e-05,1.32391e-05
3.05176e-05,6.61968e-06
1.52588e-05,3.30987e-06
7.62939e-06,1.65494e-06
3.8147e-06,8.27474e-07
1.90735e-06,4.13749e-07
9.53674e-07,2.06908e-07
