h,error
1,0.0569716
0.5,0.00241169
0.25,5.62894e-05
0.125,8.75489e-07
0.0625,1.35589e-08
0.03125,2.11283e-10
0.015625,3.29783e-12
0.0078125,5.17641e-14
0.00390625,6.52256e-15
0.00195312,6.38378e-16
0.000976562,1.10467e-14
0.000488281,7.26363e-14
0.000244141,1.16185e-13
0.00012207,2.362e-13
6.10352e-05,1.80633e-13
3.05176e-05,1.22655e-12
1.52588e-05,2.0173e-12
7.62939e-06,3.53317e-12
3.8147e-06,4.62455e-12
1.90735e-06,5.35211e-12
9.53674e-07,1.74459e-11
