h,error
1,0.356507
0.5,0.142202
0.25,0.0620843
0.125,0.0289942
0.0625,0.0140163
0.03125,0.006892
0.015625,0.00341749
0.0078125,0.00170168
0.00390625,0.000849084
0.00195312,0.000424104
0.000976562,0.000211942
0.000488281,0.000105944
0.000244141,5.29651e-05
0.00012207,2.64808e-05
6.10352e-05,1.324e-05
3.05176e-05,6.61989e-06
1.52588e-05,3.30992e-06
7.62939e-06,1.65496e-06
3.8147e-06,8.27486e-07
1.90735e-06,4.1376e-07
9.53674e-07,2.0689e-07
