h,error
1,15.7412
0.5,16.8137
0.25,19.1557
0.125,5.87086
0.0625,1.44096
0.03125,1.99312
0.015625,1.30548
0.0078125,0.726768
0.00390625,0.381371
0.00195312,0.19511
0.000976562,0.0986515
0.000488281,0.0495987
0.000244141,0.0248674
0.00012207,0.0124507
6.10352e-05,0.00622961
3.05176e-05,0.00311587
1.52588e-05,0.0015582
7.62939e-06,0.000779165
3.8147e-06,0.000389599
1.90735e-06,0.000194804
9.53674e-07,9.7403e-05
