h,error
1,17.1229
0.5,19.7698
0.25,22.182
0.125,20.29
0.0625,9.68738
0.03125,4.17679
0.015625,1.85928
0.0078125,0.865717
0.00390625,0.416139
0.00195312,0.203804
0.000976562,0.100825
0.000488281,0.0501421
0.000244141,0.0250033
0.00012207,0.0124847
6.10352e-05,0.0062381
3.05176e-05,0.00311799
1.52588e-05,0.00155873
7.62939e-06,0.000779298
3.8147e-06,0.000389632
1.90735e-06,0.000194812
9.53674e-07,9.74049e-05
