h,error
1,0.10261
0.5,0.0281977
0.25,0.00714015
0.125,0.00178961
0.0625,0.000447671
0.03125,0.000111934
0.015625,2.79846e-05
0.0078125,6.99621e-06
0.00390625,1.74906e-06
0.00195312,4.37265e-07
0.000976562,1.09316e-07
0.000488281,2.7329e-08
0.000244141,6.83216e-09
0.00012207,1.70818e-09
6.10352e-05,4.26933e-10
3.05176e-05,1.05882e-10
1.52588e-05,2.76651e-11
7.62939e-06,9.47517e-12
3.8147e-06,5.83719e-12
1.90735e-06,5.83719e-12
9.53674e-07,8.71472e-12
