h,error
1,0.157791
0.5,0.0172254
0.25,0.00127496
0.125,8.32849e-05
0.0625,5.26371e-06
0.03125,3.29903e-07
0.015625,2.06334e-08
0.0078125,1.28981e-09
0.00390625,8.06151e-11
0.00195312,5.03708e-12
0.000976562,3.00038e-13
0.000488281,1.58762e-14
0.000244141,7.89369e-14
0.00012207,4.51639e-13
6.10352e-05,1.13998e-12
3.05176e-05,9.88321e-13
1.52588e-05,2.50416e-12
7.62939e-06,4.16539e-12
3.8147e-06,1.76624e-11
1.90735e-06,3.08439e-11
9.53674e-07,2.11426e-11
