h,error
1,0.373647
0.5,0.151201
0.25,0.0592785
0.125,0.0249597
0.0625,0.011263
0.03125,0.00532323
0.015625,0.00258415
0.0078125,0.00127266
0.00390625,0.000631475
0.00195312,0.000314523
0.000976562,0.000156958
0.000488281,7.84028e-05
0.000244141,3.91824e-05
0.00012207,1.95865e-05
6.10352e-05,9.79204e-06
3.05176e-05,4.89573e-06
1.52588e-05,2.44779e-06
7.62939e-06,1.22388e-06
3.8147e-06,6.11929e-07
1.90735e-06,3.06019e-07
9.53674e-07,1.53049e-07
