h,error
1,0.118963
0.5,0.00221022
0.25,0.0201183
0.125,0.0150447
0.0625,0.00877637
0.03125,0.00470108
0.015625,0.00242858
0.0078125,0.00123377
0.00390625,0.000621752
0.00195312,0.000312092
0.000976562,0.00015635
0.000488281,7.82509e-05
0.000244141,3.91444e-05
0.00012207,1.9577e-05
6.10352e-05,9.78967e-06
3.05176e-05,4.89513e-06
1.52588e-05,2.44765e-06
7.62939e-06,1.22384e-06
3.8147e-06,6.11945e-07
1.90735e-06,3.05977e-07
9.53674e-07,1.53007e-07
