h,error
1,0.246305
0.5,0.0744954
0.25,0.0195801
0.125,0.00495748
0.0625,0.00124332
0.03125,0.000311077
0.015625,7.77847e-05
0.0078125,1.94472e-05
0.00390625,4.86185e-06
0.00195312,1.21547e-06
0.000976562,3.03867e-07
0.000488281,7.59667e-08
0.000244141,1.89916e-08
0.00012207,4.74824e-09
6.10352e-05,1.18621e-09
3.05176e-05,2.9581e-10
1.52588e-05,7.20743e-11
7.62939e-06,2.11426e-11
3.8147e-06,7.96119e-12
1.90735e-06,2.11426e-11
9.53674e-07,2.11426e-11
