h,error
1,0.00256894
0.5,0.00130837
0.25,0.000660372
0.125,0.00033176
0.0625,0.000166277
0.03125,8.32384e-05
0.015625,4.16442e-05
0.0078125,2.08283e-05
0.00390625,1.04157e-05
0.00195312,5.20826e-06
0.000976562,2.60423e-06
0.000488281,1.30214e-06
0.000244141,6.51074e-07
0.00012207,3.25537e-07
6.10352e-05,1.6277e-07
3.05176e-05,8.13814e-08
1.52588e-05,4.06797e-08
7.62939e-06,2.0307e-08
3.8147e-06,1.01207e-08
1.90735e-06,4.99842e-09
9.53674e-07,2.43728e-09
