h,error
1,1.08095e-06
0.5,6.6673e-08
0.25,4.15343e-09
0.125,2.59377e-10
0.0625,1.62075e-11
0.03125,1.01552e-12
0.015625,5.86475e-14
0.0078125,1.36557e-14
0.00390625,4.20497e-14
0.00195312,2.31204e-14
0.000976562,1.66367e-13
0.000488281,3.1794e-13
0.000244141,7.43128e-13
0.00012207,7.72715e-13
6.10352e-05,4.39981e-13
3.05176e-05,1.66367e-13
1.52588e-05,9.86766e-12
7.62939e-06,7.44232e-12
3.8147e-06,7.44232e-12
1.90735e-06,7.44232e-12
9.53674e-07,1.47778e-10
