h,error
1,0.00311963
0.5,0.00151835
0.25,0.000749267
0.125,0.00037221
0.0625,0.000185506
0.03125,9.26041e-05
0.015625,4.62649e-05
0.0078125,2.31232e-05
0.00390625,1.15593e-05
0.00195312,5.77906e-06
0.000976562,2.88938e-06
0.000488281,1.44465e-06
0.000244141,7.22318e-07
0.00012207,3.61156e-07
6.10352e-05,1.80581e-07
3.05176e-05,9.02935e-08
1.52588e-05,4.51535e-08
7.62939e-06,2.2598e-08
3.8147e-06,1.12475e-08
1.90735e-06,5.65958e-09
9.53674e-07,2.86561e-09
