h,error
1,0.000152263
0.5,3.79642e-05
0.25,9.48473e-06
0.125,2.37079e-06
0.0625,5.92672e-07
0.03125,1.48167e-07
0.015625,3.70415e-08
0.0078125,9.26038e-09
0.00390625,2.31508e-09
0.00195312,5.78683e-10
0.000976562,1.44855e-10
0.000488281,3.61699e-11
0.000244141,8.88506e-12
0.00012207,6.99607e-13
6.10352e-05,2.5186e-12
3.05176e-05,1.11938e-12
1.52588e-05,1.11938e-12
7.62939e-06,1.34325e-11
3.8147e-06,4.47751e-11
1.90735e-06,4.47751e-11
9.53674e-07,7.16402e-11
