h,error
1,2.20106e-06
0.5,1.35379e-07
0.25,8.42766e-09
0.125,5.26207e-10
0.0625,3.28777e-11
0.03125,2.05494e-12
0.015625,1.26982e-13
0.0078125,1.09357e-14
0.00390625,2.04142e-14
0.00195312,1.15144e-13
0.000976562,2.4486e-13
0.000488281,5.83145e-14
0.000244141,2.09888e-13
0.00012207,2.02888e-12
6.10352e-05,3.12492e-12
3.05176e-05,2.33204e-12
1.52588e-05,1.11938e-12
7.62939e-06,1.82832e-11
3.8147e-06,6.41777e-11
1.90735e-06,4.47751e-11
9.53674e-07,1.10445e-10
