h,error
1,3.52902e-08
0.5,5.28192e-10
0.25,8.16522e-12
0.125,1.27537e-13
0.0625,2.22045e-15
0.03125,2.96985e-15
0.015625,5.80092e-15
0.0078125,1.17406e-14
0.00390625,4.58522e-14
0.00195312,1.93179e-14
0.000976562,1.89099e-13
0.000488281,3.33122e-13
0.000244141,8.94701e-13
0.00012207,1.01524e-12
6.10352e-05,5.61218e-13
3.05176e-05,1.66367e-13
1.52588e-05,1.13228e-11
7.62939e-06,6.47218e-12
3.8147e-06,7.44232e-12
1.90735e-06,7.44232e-12
9.53674e-07,1.71061e-10
