h,error
1,0.000102837
0.5,2.56592e-05
0.25,6.41168e-06
0.125,1.60273e-06
0.0625,4.00669e-07
0.03125,1.00167e-07
0.015625,2.50416e-08
0.0078125,6.26039e-09
0.00390625,1.56507e-09
0.00195312,3.91249e-10
0.000976562,9.7937e-11
0.000488281,2.47227e-11
0.000244141,5.62334e-12
0.00012207,1.98536e-12
6.10352e-05,1.66367e-13
3.05176e-05,1.66367e-13
1.52588e-05,7.44232e-12
7.62939e-06,7.44232e-12
3.8147e-06,7.44232e-12
1.90735e-06,7.44232e-12
9.53674e-07,1.08973e-10
